Port,Commodity,Customs Value (Gen) ($US),Vessel Customs Value (Gen) ($US),Vessel SWT (Gen) (kg),Air Customs Value (Gen) ($US),Air SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US),Containerized Vessel SWT (Gen) (kg)
"Oakland, CA (Port)","0805 Citrus Fruit, Fresh Or Dried",301752,301752,678813,,,301752,678813
"Oakland, CA (Port)","0806 Grapes, Fresh Or Dried",890494,890494,610077,,,890494,610077
"Oakland, CA (Port)","0808 Apples, Pears And Quinces, Fresh",351314,351314,122543,,,351314,122543
"Oakland, CA (Port)","0810 Fruit Nesoi, Fresh",255047,255047,105424,,,255047,105424
"Oakland, CA (Port)","0811 Fruit & Nuts (raw Or Cooked By Steam Etc), Frozen",50798295,50798295,32944019,,,50798295,32944019
"Oakland, CA (Port)","0812 Fruit & Nuts Temporarily Preserved, Not Now Edible",6059541,6059541,2916288,,,6059541,2916288
"Oakland, CA (Port)",0813 Fruit Dried Nesoi; Mixtures Of Nuts Or Dried Fruit,18977538,18977538,4837355,,,18977538,4837355
"Oakland, CA (Port)","0814 Peel, Citrus Or Melon, Frsh/frzn/dried/provsl Pres",313057,313057,73750,,,313057,73750
"Oakland, CA (Port)",0901 Coffee; Coffee Husks Etc; Substitutes With Coffee,880719348,880719348,168685089,,,880427341,168618427
"Oakland, CA (Port)","0902 Tea, Whether Or Not Flavored",18135731,18135731,2666684,,,17493765,2604500
"Oakland, CA (Port)",0903 Mate,895826,895826,331443,,,895826,331443
"Oakland, CA (Port)","0904 Pepper, Genus Piper; Genus Capsicum Or Pimenta",46223047,46223047,11842238,,,46148304,11814546
"Oakland, CA (Port)",0905 Vanilla,238468,238468,13752,,,238468,13752
"Oakland, CA (Port)",0906 Cinnamon And Cinnamon-tree Flowers,942627,942627,491240,,,937429,490480
"Oakland, CA (Port)","0907 Cloves (whole Fruit, Cloves And Stems)",553356,553356,39319,,,534680,37914
"Oakland, CA (Port)","0908 Nutmeg, Mace And Cardamoms",1579612,1579612,121939,,,1576234,121697
"Oakland, CA (Port)",0909 Seeds Anise Badian Fennl Coriandr Etc; Junpr Berrs,1368462,1368462,413875,,,1368462,413875
"Oakland, CA (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",8809648,8809648,6118113,,,8729894,6063587
"Oakland, CA (Port)",1001 Wheat And Meslin,785309,785309,1837811,,,785309,1837811
"Oakland, CA (Port)",1003 Barley,174124,174124,435330,,,174124,435330
"Oakland, CA (Port)",1004 Oats,898026,898026,1890814,,,898026,1890814
"Oakland, CA (Port)",1005 Corn (maize),5995134,5995134,12473038,,,5995134,12473038
"Oakland, CA (Port)",1006 Rice,84053749,84053749,78362134,,,83279117,77540717
"Oakland, CA (Port)",1007 Grain Sorghum,34859,34859,101040,,,34859,101040
"Oakland, CA (Port)","1008 Buckwheat, Millet And Canary Seeds; Other Cereals",19466252,19466252,6641640,,,19466252,6641640
"Oakland, CA (Port)",1101 Wheat Or Meslin Flour,3045888,3045888,4183823,,,3045888,4183823
"Oakland, CA (Port)","1102 Cereal Flours, Except Of Wheat Or Of Meslin",2073738,2073738,2301158,,,2073738,2301158
"Oakland, CA (Port)","1103 Cereal Groats, Meal And Pellets",407828,407828,616223,,,407828,616223
"Oakland, CA (Port)","1104 Cereal Grains, Worked Etc Nesoi; Cereal Germs, Wrk",521502,521502,384568,,,521502,384568
"Oakland, CA (Port)","1105 Flour, Meal Flakes, Granules & Pellets Of Potatoes",1287570,1287570,1034319,,,1287570,1034319
"Oakland, CA (Port)","1106 Flour & Meal Of Dry, Legum Vegs, Sago, Fruit Etc.",11095459,11095459,17496628,,,11006325,17479339
"Oakland, CA (Port)","1107 Malt, Whether Or Not Roasted",6118177,6118177,7560941,,,6118177,7560941
"Oakland, CA (Port)",1108 Starches; Inulin,5146055,5146055,5383795,,,5146055,5383795
"Oakland, CA (Port)","1109 Wheat Gluten, Whether Or Not Dried",25809275,25809275,19335139,,,25809275,19335139
"Oakland, CA (Port)","1201 Soybeans, Whether Or Not Broken",27345189,27345189,35764483,,,27345189,35764483
"Oakland, CA (Port)","1204 Flaxseed (linseed), Whether Or Not Broken",2040,2040,584,,,2040,584
"Oakland, CA (Port)","1206 Sunflower Seeds, Whether Or Not Broken",2064826,2064826,2176447,,,2064826,2176447
"Oakland, CA (Port)","1207 Oil Seeds & Oleaginous Fruits Nesoi, Broken Or Not",6632253,6632253,2911607,,,6629647,2911035
"Oakland, CA (Port)",1208 Flour & Meal Of Oil Seed & Olea Fruit (no Mustard),1682859,1682859,1987870,,,1679688,1987510
"Oakland, CA (Port)","1209 Seeds, Fruit And Spores, For Sowing",30757817,30757817,3353336,,,30700044,3349989
"Oakland, CA (Port)","1210 Hop Cones, Fresh Or Dried; Lupulin",283294,283294,21059,,,283294,21059
"Oakland, CA (Port)","1211 Plants Etc For Pharmacy, Perfume, Insecticides Etc",30517306,30517306,5343511,,,30082394,5299054
"Oakland, CA (Port)","1212 Locust Beans, Seaweed, S Beet & Cane; Fr Pits Etc.",18450930,18450930,5050388,,,18245908,5035806
"Oakland, CA (Port)",1213 Cereal Straw & Husks Unprep W/n Chop Etc Or Pellet,24628,24628,213924,,,24628,213924
"Oakland, CA (Port)","1301 Lac; Natural Gums, Resins, Gum-resins And Balsams",433929,433929,191236,,,407829,184876
"Oakland, CA (Port)",1302 Veg Saps & Extracts; Pectates Etc; Agar-agar Etc.,18619880,18619880,1173245,,,17801770,1145931
"Oakland, CA (Port)","1401 Vegetable Plaiting Materials (bamboos, Reeds Etc.)",3604731,3604731,4423763,,,3604731,4423763
"Oakland, CA (Port)",1404 Vegetable Products Nesoi,2913108,2913108,3284838,,,2913108,3284838
"Oakland, CA (Port)","1501 Pig Fat And Poultry Fat Other Than Head 0209, 1503",2800,2800,1883,,,2800,1883
"Oakland, CA (Port)","1504 Fats & Oils, Their Fractions, Fish & Marine Mammal",7183028,7183028,389020,,,3896965,289530
"Oakland, CA (Port)",1505 Wool Grease & Fatty Substances Derived Therefrom,85519,85519,35081,,,85519,35081
"Oakland, CA (Port)","1507 Soybean Oil & Its Fractions, Not Chemic Modified",82560,82560,64800,,,82560,64800
"Oakland, CA (Port)","1508 Peanut Oil & Its Fractions, Not Chemicaly Modified",307961,307961,747087,,,307961,747087
"Oakland, CA (Port)","1509 Olive Oil & Its Fractions, Not Chemically Modified",62170089,62170089,19659659,,,62146158,19657279
"Oakland, CA (Port)",1510 Olive-residue Oil & Blends (1509&1510) Nt Chem Mod,96064,96064,41496,,,96064,41496
"Oakland, CA (Port)","1511 Palm Oil & Its Fractions, Not Chemically Modified",6252655,6252655,5929616,,,6252655,5929616
"Oakland, CA (Port)","1512 Sunfl-seed, Safflow Or Cottonsd Oil Etc, No Ch Mod",10802795,10802795,5602825,,,10802795,5602825
"Oakland, CA (Port)","1513 Coconut, Palm Kernel Or Babassu Oil Etc, No Ch Mod",35885203,35885203,21466032,,,35869715,21463010
"Oakland, CA (Port)","1514 Rapeseed, Colza Or Mustard Oil Etc, Not Chem Modif",4231894,4231894,2229186,,,4231894,2229186
"Oakland, CA (Port)","1515 Fixed Veg Fats & Oils Nesoi Etc, Not Chem Modified",13313966,13313966,4551416,,,13124075,4504856
"Oakland, CA (Port)","1516 An Or Veg Fats & Oils, Hydrogen Etc, Not Fur Prep",3459,3459,1233,,,3459,1233
"Oakland, CA (Port)",1517 Margarine; Edible Mixtures Etc An Or Veg Fat & Oil,66797,66797,33628,,,66797,33628
"Oakland, CA (Port)",1518 Anml/veg Fats & Oils Chem Modified; Inedbl Mxt Etc,24994,24994,25594,,,14720,23000
"Oakland, CA (Port)","1520 Glycerol (glycerine), Glycerol Waters And Lyes",325683,325683,342440,,,325683,342440
"Oakland, CA (Port)","1521 Veg Waxes Nesoi, Beeswax Etc And Spermaceti",3693329,3693329,3618811,,,455581,138894
"Oakland, CA (Port)","1602 Prepared Or Preserv Meat, Meat Offal & Blood Nesoi",7135176,7135176,1224684,,,7135176,1224684
"Oakland, CA (Port)","1603 Extracts Etc. Of Meat, Fish, Crustaceans, Etc.",8031,8031,300,,,8031,300
"Oakland, CA (Port)",1604 Prep Or Pres Fish; Caviar & Caviar Substitutes,39514497,39514497,9358720,,,39400110,9341365
"Oakland, CA (Port)","1605 Crustaceans, Molluscs Etc. Prepared Or Preserved",40343050,40343050,6066747,,,40236620,6060872
"Oakland, CA (Port)","1701 Cane Or Beet Sugar & Chem Pure Sucrose, Solid Form",13637957,13637957,13169395,,,6163889,4748395
"Oakland, CA (Port)","1702 Sugars Nesoi, Incl Chem Pure Lactose Etc; Caramel",7293248,7293248,4496641,,,7156403,4445998
"Oakland, CA (Port)",1703 Molasses From The Extraction Or Refining Of Sugar,24553229,24553229,244287505,,,211764,379127
"Oakland, CA (Port)","1704 Sugar Confection (incl White Chocolate), No Cocoa",29617605,29617605,8167724,,,29553455,8151926
"Oakland, CA (Port)","1801 Cocoa Beans, Whole Or Broken, Raw Or Roasted",12229324,12229324,4983729,,,12214324,4981729
"Oakland, CA (Port)","1802 Cocoa Shells, Husks, Skins And Other Cocoa Waste",331750,331750,58912,,,315118,56320
"Oakland, CA (Port)","1803 Cocoa Paste, Defatted Or Not",19747491,19747491,5144413,,,19747491,5144413
"Oakland, CA (Port)","1804 Cocoa Butter, Fat And Oil",6981923,6981923,2234110,,,6981923,2234110
"Oakland, CA (Port)","1805 Cocoa Powder, Not Sweetened",21322404,21322404,4157090,,,21260022,4149633
"Oakland, CA (Port)",1806 Chocolate & Other Food Products Containing Cocoa,28319388,28319388,5643718,,,28319388,5643718
"Oakland, CA (Port)",1901 Malt Ext; Food Prep Of Flour Etc Un 40% Cocoa Etc,7411520,7411520,3132412,,,7384220,3122952
"Oakland, CA (Port)","1902 Pasta, Prepared Or Not; Couscous, Prepared Or Not",79801114,79801114,37908878,,,79524812,37812261
"Oakland, CA (Port)","1903 Tapioca And Substitutes From Starch In Flakes, Etc",1665966,1665966,1463729,,,1665966,1463729
"Oakland, CA (Port)","1904 Foods Prep By Swell Cereal; Cereal Nesoi, Grain Fm",6338439,6338439,3055567,,,6338439,3055567
"Oakland, CA (Port)","1905 Bread, Pastry, Cakes Etc; Comm Wafrs, Emp Caps Etc",70273461,70273461,21079223,,,70229167,21072517
"Oakland, CA (Port)","2001 Veg, Fruit, Nuts Etc, Prep Or Pres By Vinegar Etc",9265177,9265177,5957968,,,9265177,5957968
"Oakland, CA (Port)",2002 Tomatoes Prepared Or Preserved Nesoi,404204,404204,331531,,,404204,331531
"Oakland, CA (Port)",2003 Mushrooms And Truffles Prepared Or Preserved Nesoi,4705110,4705110,3358074,,,4705110,3358074
"Oakland, CA (Port)","2004 Vegetables Nesoi Prepared Or Preserv Nesoi, Frozen",4682896,4682896,2765356,,,4682896,2765356
"Oakland, CA (Port)","2005 Vegetables Nesoi Prepared Etc Nesoi, Not Frozen",57462121,57462121,38709786,,,57438246,38699116
"Oakland, CA (Port)","2006 Veg/fruit/nuts/fruit-peel Etc, Preserved By Sugar",2890095,2890095,881034,,,2890095,881034
"Oakland, CA (Port)","2007 Jams, Fruit Jellies, Marmalades Etc, Cooked",5539413,5539413,3310963,,,5526240,3309793
"Oakland, CA (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",161341022,161341022,103749889,,,161274272,103717423
"Oakland, CA (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,46904609,46904609,25366232,,,46904609,25366232
"Oakland, CA (Port)","2101 Extracts Etc Of Coffee, Tea Or Mate; Roast Chicory",18780138,18780138,1131535,,,18769617,1130974
"Oakland, CA (Port)",2102 Yeasts; Dead Sing-cell Micro-org Nesoi; Bak Powder,8049866,8049866,1205926,,,7812515,1119848
"Oakland, CA (Port)","2103 Sauces & Prep; Mixed Condiments, Mustard Flour Etc",42217313,42217313,27554668,,,42137336,27519296
"Oakland, CA (Port)","2104 Soups, Broths & Preps; Homogenized Comp Food Preps",6199913,6199913,2075936,,,6199913,2075936
"Oakland, CA (Port)","2105 Ice Cream And Other Edible Ice, With Cocoa Or Not",3193247,3193247,816115,,,3193247,816115
"Oakland, CA (Port)",2106 Food Preparations Nesoi,51230140,49624180,22776183,1605960,6226,48481919,22721348
"Oakland, CA (Port)","2201 Waters, Natural Etc, Not Sweetened Etc; Ice & Snow",25550256,25550256,52185500,,,25550256,52185500
"Oakland, CA (Port)","2202 Waters, Sweetened Etc & Oth Nonalc Beverages Nesoi",54845623,54845623,54876365,,,54782223,54870081
"Oakland, CA (Port)",2203 Beer Made From Malt,102721129,102721129,116806574,,,102689500,116787645
"Oakland, CA (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,1044627917,1044627917,540024686,,,1042262266,539691441
"Oakland, CA (Port)",2205 Vermouth & Oth Wine Of Fresh Grapes Spec Flavored,2383364,2383364,674024,,,2383364,674024
"Oakland, CA (Port)","2206 Fermented Beverages Nesoi (cider, Perry, Mead Etc)",16778346,16778346,5308175,,,16764943,5297785
"Oakland, CA (Port)","2207 Ethyl Alcohol, Undenat, Nun80% Alc; Alcohol, Denat",5487832,5487832,2715462,,,5487832,2715462
"Oakland, CA (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",281848086,281848086,45523156,,,281022490,45469238
"Oakland, CA (Port)",2209 Vinegar & Substitutes For Vinegar From Acetic Acid,7605977,7605977,4005465,,,7603227,4003897
"Oakland, CA (Port)","2301 Flour, Meal Etc Of Meat Etc, Not For Human; Greavs",27739845,27739845,20625291,,,27739845,20625291
"Oakland, CA (Port)","2302 Bran, Sharps Etc From Working Cereals & Leg Plants",7315,7315,30136,,,7315,30136
"Oakland, CA (Port)",2303 Residues Of Starch Mfr Or Sugar Mfr Or Brewing Etc,599742,599742,2179363,,,599742,2179363
"Oakland, CA (Port)","2304 Soybean Oilcake & Oth Solid Residue, Wh/not Ground",9535920,9535920,15255542,,,9535920,15255542
"Oakland, CA (Port)","2306 Oilcake Etc Nesoi, From Veg Fats & Oils Nesoi",1228148,1228148,2663270,,,1219048,2643270
"Oakland, CA (Port)","2308 Veg Material, Waste Etc For Feeding Animals Nesoi",3618489,3618489,5177930,,,3618489,5177930
"Oakland, CA (Port)",2309 Preparations Used In Animal Feeding,107689603,107689603,42158236,,,107137072,42082242
"Oakland, CA (Port)","2402 Cigars, Cigarettes Etc., Of Tobacco Or Substitutes",246561,246561,43734,,,246561,43734
"Oakland, CA (Port)",2403 Tobacco & Tobacco Subst Mfrs Nesoi; Tob Proces Etc,927352,927352,28698,,,927352,28698
"Oakland, CA (Port)","4104 Bovine Or Equine Leather, No Hair Nesoi",48739,48739,1121,,,48739,1121
"Oakland, CA (Port)","4106 Other Animal N Leather, No Hair Nesoi",107147,107147,3039,,,107147,3039
"Oakland, CA (Port)","4107 Leather Furt Prep Aft Tan/crust, No Hair On,nes",4591031,4591031,310470,,,4267564,288679
"Oakland, CA (Port)","4112 Sheep/lamb Ltr,ft Prp Tan/crus, W/o Wool,nt Hd4114",420,420,16,,,420,16
"Oakland, CA (Port)","4113 Lthr Fthr Perp After Tanning,of Oth Aml, W/o Wl/hr",157637,157637,3437,,,157637,3437
"Oakland, CA (Port)",4114 Chamois/patent/patent Laminated/metallized Leather,9136,9136,1039,,,9136,1039
"Oakland, CA (Port)","4115 Comps. Lthr,fbr Slb/sht/srp;lthr Wst/dust/pwd/flou",476295,476295,36548,,,476295,36548
"Oakland, CA (Port)","5102 Fine Or Coarse Animal Hair, Not Carded Or Combed",58388,58388,1844,,,,
"Oakland, CA (Port)","5105 Wool & Fine Or Coarse Animal Hair, Carded & Combed",109756,109756,10470,,,109756,10470
"Oakland, CA (Port)","5106 Yarn Of Carded Wool, Not Put Up For Retail Sale",75786,75786,2270,,,75786,2270
"Oakland, CA (Port)","5107 Yarn Of Combed Wool, Not Put Up For Retail Sale",3945,3945,427,,,3945,427
"Oakland, CA (Port)","5109 Yarn Of Wool Or Fine Animal Hair, For Retail Sale",318641,318641,11080,,,176460,5669
"Oakland, CA (Port)",5111 Woven Fabrics Of Carded Wool Or Fine Animal Hair,8057,8057,646,,,8057,646
"Oakland, CA (Port)","5204 Cotton Sewing Thread, Retail Packed Or Not",37935,37935,3230,,,36405,3093
"Oakland, CA (Port)",5205 Cotton Yarn (not Sewing Thread) Nu85%cot No Retail,23250,23250,1620,,,23250,1620
"Oakland, CA (Port)",5207 Cotton Yarn (not Sewing Thread) Retail Packed,130762,130762,7947,,,101575,6176
"Oakland, CA (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",5115467,5115467,382948,,,4937193,366019
"Oakland, CA (Port)","5209 Woven Cotton Fabrics, Nu 85% Cot, Wt Ov 200 G/m2",469529,441595,66665,27934,89,242292,54557
"Oakland, CA (Port)","5210 Woven Cotton Fabrics, Un85%cot, mmfmix, Nov200g/m2",27009,27009,9172,,,21951,8742
"Oakland, CA (Port)","5211 Woven Cotton Fabrics, Un85%cot, mmfmix, Ov200g/m2",296199,296199,133951,,,285770,129309
"Oakland, CA (Port)",5212 Woven Cotton Fabrics Nesoi,46848,46848,3099,,,46848,3099
"Oakland, CA (Port)","5305 Coconut, Abaca, Ramie Etc Nesoi, Raw Etc; Tow Etc",1446143,1446143,4921626,,,1444498,4919006
"Oakland, CA (Port)",5307 Yarn Of Jute & Other Textile Bast Fibers Nesoi,4660,4660,2368,,,,
"Oakland, CA (Port)",5308 Yarn Of Vegetable Textile Fibers Nesoi; Paper Yarn,47746,47746,2020,,,,
"Oakland, CA (Port)",5309 Woven Fabrics Of Flax,653039,653039,34045,,,522666,23277
"Oakland, CA (Port)",5310 Woven Fabrics Of Jute Or Oth Text Bast Fiber Nesoi,594105,594105,363285,,,585806,362404
"Oakland, CA (Port)",5311 Wov Fab Of Ot Veg Textile Fib Wov Fab Of ppr Yarn,444200,444200,32081,,,391405,26580
"Richmond, CA (Port)","1511 Palm Oil & Its Fractions, Not Chemically Modified",119614673,119614673,116055193,,,118137048,114555063
"Richmond, CA (Port)","1513 Coconut, Palm Kernel Or Babassu Oil Etc, No Ch Mod",151266814,151266814,127965484,,,136035242,110464721
"Richmond, CA (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,357864,357864,98921,,,357864,98921
"Richmond, CA (Port)","2207 Ethyl Alcohol, Undenat, Nun80% Alc; Alcohol, Denat",2727371,2727371,2727371,,,,
"Sacramento International Airport, CA (Port)",2309 Preparations Used In Animal Feeding,5655,,,5655,80,,
"San Francisco International Airport, CA (Port)","0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live",417826,,,417826,3731,,
"San Francisco International Airport, CA (Port)","0106 Animals, Live, Nesoi",931204,,,931204,3944,,
"San Francisco International Airport, CA (Port)","0201 Meat Of Bovine Animals, Fresh Or Chilled",2506520,,,2506520,156780,,
"San Francisco International Airport, CA (Port)","0202 Meat Of Bovine Animals, Frozen",4400,,,4400,380,,
"San Francisco International Airport, CA (Port)","0204 Meat Of Sheep Or Goats, Fresh, Chilled Or Frozen",773618,,,773618,67860,,
"San Francisco International Airport, CA (Port)","0208 Meat & Edible Offal Nesoi, Fresh, Chilld Or Frozen",95825,,,95825,4700,,
"San Francisco International Airport, CA (Port)","0210 Meat & Ed Offal Salted, Dried Etc. & Flour & Meal",464035,,,464035,21081,,
"San Francisco International Airport, CA (Port)","0301 Fish, Live",1234679,,,1234679,75506,,
"San Francisco International Airport, CA (Port)","0302 Fish, Fresh Or Chilled (no Fillets Or Other Meat)",19248052,,,19248052,2094658,,
"San Francisco International Airport, CA (Port)","0303 Fish, Frozen (no Fish Fillets Or Other Fish Meat)",60882,,,60882,848,,
"San Francisco International Airport, CA (Port)","0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz",5527668,,,5527668,602776,,
"San Francisco International Airport, CA (Port)","0305 Fish, Dried, Salted Etc, Smoked Etc; Ed Fish Meal",118664,,,118664,6685,,
"San Francisco International Airport, CA (Port)",0306 Crustaceans Live Frsh Etc Smoked/cooked Flours Etc,245627,,,245627,7849,,
"San Francisco International Airport, CA (Port)",0307 Molluscs Live Fresh Etc; Smoked; Flours Etc Edible,500681,,,500681,36447,,
"San Francisco International Airport, CA (Port)",0308 Aquatic Inverteb Live Etc; Smoked; Flour Etc Nesoi,74283,,,74283,5361,,
"San Francisco International Airport, CA (Port)","0403 Buttermilk, Yogurt, Kephir Etc, Flavord Etc Or Not",2020,,,2020,329,,
"San Francisco International Airport, CA (Port)",0406 Cheese And Curd,1845399,,,1845399,194092,,
"San Francisco International Airport, CA (Port)","0407 Birds' Eggs, In Shell, Fresh, Preserved Or Cooked",1035863,,,1035863,21805,,
"San Francisco International Airport, CA (Port)","0409 Honey, Natural",405099,,,405099,50046,,
"San Francisco International Airport, CA (Port)","0410 Edible Products Of Animal Origin, Nesoi",3952954,,,3952954,13172,,
"San Francisco International Airport, CA (Port)",0505 Bird Skins & Other Feathered Parts And Down,277756,,,277756,1471,,
"San Francisco International Airport, CA (Port)","0507 Ivory, Tortoise-shell, Whalebone, Horns Etc, Unwrk",40766,,,40766,94,,
"San Francisco International Airport, CA (Port)","0508 Coral, Shell Of Molluscs Etc Unworked Powder/waste",101012,,,94236,13778,,
"San Francisco International Airport, CA (Port)","0510 Ambergris, Castoreum Etc; Glands Etc For Pharmacy",78775,,,78775,2820,,
"San Francisco International Airport, CA (Port)","0511 Animal Products Nesoi; Dead Animals, Inedible Etc.",400910,,,400910,15622,,
"San Francisco International Airport, CA (Port)","0601 Bulbs, Tubers Etc; Chicory Plants & Roots Nesoi",744759,,,744759,24354,,
"San Francisco International Airport, CA (Port)","0602 Live Plants Nesoi, Cuttings Etc.; Mushroom Spawn",6899662,,,6899662,155262,,
"San Francisco International Airport, CA (Port)","0603 Cut Flowers & Buds For Bouquets Etc., Prepared",201544,,,201544,51770,,
"San Francisco International Airport, CA (Port)","0604 Foliage, Grasses Etc For Bouquets Etc, Prepared",215036,,,215036,80802,,
"San Francisco International Airport, CA (Port)","0702 Tomatoes, Fresh Or Chilled",28637,,,28637,27059,,
"San Francisco International Airport, CA (Port)","0703 Onions, Shallots, Garlic, Leeks Etc, Fr Or Chilled",21605,,,21605,1664,,
"San Francisco International Airport, CA (Port)","0707 Cucumbers And Gherkins, Fresh Or Chilled",2947,,,2947,1481,,
"San Francisco International Airport, CA (Port)","0709 Vegetables Nesoi, Fresh Or Chilled",563720,,,563720,114883,,
"San Francisco International Airport, CA (Port)","0712 Vegetables, Dried, Whole, Cut Etc., No Added Prep",101395,,,101395,5977,,
"San Francisco International Airport, CA (Port)","0713 Leguminous Vegetables, Dried Shelled",93216,,,93216,17042,,
"San Francisco International Airport, CA (Port)","0801 Coconuts, Brazil Nuts & Cashew Nuts, Fresh Or Dry",81401,,,81401,31042,,
"San Francisco International Airport, CA (Port)","0804 Dates, Figs, Pineapples, Avocados Etc, Fr Or Dried",383672,,,383672,54584,,
"San Francisco International Airport, CA (Port)","0809 Apricots, Cherries, Peaches, Plums & Sloes, Fresh",92920,,,92920,26509,,
"San Francisco International Airport, CA (Port)","0810 Fruit Nesoi, Fresh",1447249,,,1447249,331327,,
"San Francisco International Airport, CA (Port)",0813 Fruit Dried Nesoi; Mixtures Of Nuts Or Dried Fruit,184968,,,184968,22452,,
"San Francisco International Airport, CA (Port)",0901 Coffee; Coffee Husks Etc; Substitutes With Coffee,296005,,,296005,13289,,
"San Francisco International Airport, CA (Port)","0902 Tea, Whether Or Not Flavored",457275,,,457275,20496,,
"San Francisco International Airport, CA (Port)","0904 Pepper, Genus Piper; Genus Capsicum Or Pimenta",133613,,,133613,48006,,
"San Francisco International Airport, CA (Port)",0905 Vanilla,37012,,,37012,987,,
"San Francisco International Airport, CA (Port)","0908 Nutmeg, Mace And Cardamoms",334049,,,334049,61486,,
"San Francisco International Airport, CA (Port)",0909 Seeds Anise Badian Fennl Coriandr Etc; Junpr Berrs,29794,,,29794,8174,,
"San Francisco International Airport, CA (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",455597,,,455597,26163,,
"San Francisco International Airport, CA (Port)",1006 Rice,9960,,,9960,5019,,
"San Francisco International Airport, CA (Port)","1103 Cereal Groats, Meal And Pellets",2012,,,2012,294,,
"San Francisco International Airport, CA (Port)","1106 Flour & Meal Of Dry, Legum Vegs, Sago, Fruit Etc.",91703,,,91703,4958,,
"San Francisco International Airport, CA (Port)","1201 Soybeans, Whether Or Not Broken",11420,,,11420,563,,
"San Francisco International Airport, CA (Port)","1206 Sunflower Seeds, Whether Or Not Broken",1559329,,,1559329,57811,,
"San Francisco International Airport, CA (Port)","1207 Oil Seeds & Oleaginous Fruits Nesoi, Broken Or Not",1894708,,,1894708,14730,,
"San Francisco International Airport, CA (Port)","1209 Seeds, Fruit And Spores, For Sowing",86814886,,,86814886,373067,,
"San Francisco International Airport, CA (Port)","1210 Hop Cones, Fresh Or Dried; Lupulin",24220,,,24220,2135,,
"San Francisco International Airport, CA (Port)","1211 Plants Etc For Pharmacy, Perfume, Insecticides Etc",2943566,,,2626676,369402,,
"San Francisco International Airport, CA (Port)","1212 Locust Beans, Seaweed, S Beet & Cane; Fr Pits Etc.",690459,,,690459,40400,,
"San Francisco International Airport, CA (Port)","1301 Lac; Natural Gums, Resins, Gum-resins And Balsams",117084,,,117084,15509,,
"San Francisco International Airport, CA (Port)",1302 Veg Saps & Extracts; Pectates Etc; Agar-agar Etc.,5357633,,,5357633,87456,,
"San Francisco International Airport, CA (Port)","1401 Vegetable Plaiting Materials (bamboos, Reeds Etc.)",6180,,,6180,1653,,
"San Francisco International Airport, CA (Port)","1504 Fats & Oils, Their Fractions, Fish & Marine Mammal",168319,,,168319,5440,,
"San Francisco International Airport, CA (Port)",1506 Animal Fat & Oil & Fraction Nesoi Nt Chem Modified,2022300,,,2022300,780,,
"San Francisco International Airport, CA (Port)","1509 Olive Oil & Its Fractions, Not Chemically Modified",159347,,,159347,16359,,
"San Francisco International Airport, CA (Port)","1515 Fixed Veg Fats & Oils Nesoi Etc, Not Chem Modified",160594,,,160594,7217,,
"San Francisco International Airport, CA (Port)","1516 An Or Veg Fats & Oils, Hydrogen Etc, Not Fur Prep",15965,,,15965,253,,
"San Francisco International Airport, CA (Port)",1517 Margarine; Edible Mixtures Etc An Or Veg Fat & Oil,17862,,,17862,4613,,
"San Francisco International Airport, CA (Port)","1602 Prepared Or Preserv Meat, Meat Offal & Blood Nesoi",223459,,,223459,45447,,
"San Francisco International Airport, CA (Port)",1604 Prep Or Pres Fish; Caviar & Caviar Substitutes,475684,,,475684,2914,,
"San Francisco International Airport, CA (Port)","1605 Crustaceans, Molluscs Etc. Prepared Or Preserved",21093,,,21093,1329,,
"San Francisco International Airport, CA (Port)","1702 Sugars Nesoi, Incl Chem Pure Lactose Etc; Caramel",20549,,,20549,8978,,
"San Francisco International Airport, CA (Port)","1704 Sugar Confection (incl White Chocolate), No Cocoa",301390,,,301390,35881,,
"San Francisco International Airport, CA (Port)","1801 Cocoa Beans, Whole Or Broken, Raw Or Roasted",4239,,,4239,992,,
"San Francisco International Airport, CA (Port)","1803 Cocoa Paste, Defatted Or Not",21532,,,21532,3563,,
"San Francisco International Airport, CA (Port)","1804 Cocoa Butter, Fat And Oil",6907,,,6907,1030,,
"San Francisco International Airport, CA (Port)","1805 Cocoa Powder, Not Sweetened",11731,,,11731,1385,,
"San Francisco International Airport, CA (Port)",1806 Chocolate & Other Food Products Containing Cocoa,932062,,,932062,65205,,
"San Francisco International Airport, CA (Port)",1901 Malt Ext; Food Prep Of Flour Etc Un 40% Cocoa Etc,3000,,,3000,1019,,
"San Francisco International Airport, CA (Port)","1902 Pasta, Prepared Or Not; Couscous, Prepared Or Not",48590,,,48590,12699,,
